selected_tag_name,S_tag_name,T_tag_name,doc_id,create_time
PCV阀,不定时检查车况,怠速不稳,2781,1486396800
PCV阀,PCV阀,怠速不稳,2781,1486396800
PCV阀,怠速不稳,不定时检查车况,2781,1486396800
PCV阀,PCV阀,不定时检查车况,2781,1486396800
PCV阀,怠速不稳,PCV阀,2781,1486396800
PCV阀,不定时检查车况,PCV阀,2781,1486396800
“哧哧”声,不懂保养汽车,“哧哧”声,2967,1499616000
“哧哧”声,气泵一轴承,“哧哧”声,2967,1499616000
“哧哧”声,“哧哧”声,不懂保养汽车,2967,1499616000
“哧哧”声,气泵一轴承,不懂保养汽车,2967,1499616000
“哧哧”声,“哧哧”声,气泵一轴承,2967,1499616000
“哧哧”声,不懂保养汽车,气泵一轴承,2967,1499616000
万向十字轴,驾驶不当,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴,万向十字轴,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴,万向十字轴磨损导致动力不足,驾驶不当,2643,1483545600
万向十字轴,万向十字轴,驾驶不当,2643,1483545600
万向十字轴,万向十字轴磨损导致动力不足,万向十字轴,2643,1483545600
万向十字轴,驾驶不当,万向十字轴,2643,1483545600
万向十字轴,意外,动力不足,2944,1501516800
万向十字轴,万向十字轴,动力不足,2944,1501516800
万向十字轴,动力不足,意外,2944,1501516800
万向十字轴,万向十字轴,意外,2944,1501516800
万向十字轴,动力不足,万向十字轴,2944,1501516800
万向十字轴,意外,万向十字轴,2944,1501516800
万向十字轴磨损导致动力不足,驾驶不当,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴磨损导致动力不足,驾驶不当,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴,驾驶不当,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴磨损导致动力不足,万向十字轴,2643,1483545600
万向十字轴磨损导致动力不足,驾驶不当,万向十字轴,2643,1483545600
三元催化器,没有阅读说明书,自动变速器不跳四档故障,2857,1499961600
三元催化器,三元催化器,自动变速器不跳四档故障,2857,1499961600
三元催化器,自动变速器不跳四档故障,没有阅读说明书,2857,1499961600
三元催化器,三元催化器,没有阅读说明书,2857,1499961600
三元催化器,自动变速器不跳四档故障,三元催化器,2857,1499961600
三元催化器,没有阅读说明书,三元催化器,2857,1499961600
三元催化转换器,修理不当,怠速不稳,2800,1499961600
三元催化转换器,三元催化转换器,怠速不稳,2800,1499961600
三元催化转换器,怠速不稳,修理不当,2800,1499961600
三元催化转换器,三元催化转换器,修理不当,2800,1499961600
三元催化转换器,怠速不稳,三元催化转换器,2800,1499961600
三元催化转换器,修理不当,三元催化转换器,2800,1499961600
上次修理失当,上次修理失当,异响,2650,1484236800
上次修理失当,垫板,异响,2650,1484236800
上次修理失当,异响,上次修理失当,2650,1484236800
上次修理失当,垫板,上次修理失当,2650,1484236800
上次修理失当,异响,垫板,2650,1484236800
上次修理失当,上次修理失当,垫板,2650,1484236800
上次修理失当,上次修理失当,气缸盖碗形塞锈穿,2655,1485705600
上次修理失当,气缸,气缸盖碗形塞锈穿,2655,1485705600
上次修理失当,气缸盖碗形塞锈穿,上次修理失当,2655,1485705600
上次修理失当,气缸,上次修理失当,2655,1485705600
上次修理失当,气缸盖碗形塞锈穿,气缸,2655,1485705600
上次修理失当,上次修理失当,气缸,2655,1485705600
上次修理失当,上次修理失当,分缸线故障,2659,1485705600
上次修理失当,分缸线,分缸线故障,2659,1485705600
上次修理失当,分缸线故障,上次修理失当,2659,1485705600
上次修理失当,分缸线,上次修理失当,2659,1485705600
上次修理失当,分缸线故障,分缸线,2659,1485705600
上次修理失当,上次修理失当,分缸线,2659,1485705600
上次修理失当,上次修理失当,齿轮损坏,2663,1486224000
上次修理失当,齿轮,齿轮损坏,2663,1486224000
上次修理失当,齿轮损坏,上次修理失当,2663,1486224000
上次修理失当,齿轮,上次修理失当,2663,1486224000
上次修理失当,齿轮损坏,齿轮,2663,1486224000
上次修理失当,上次修理失当,齿轮,2663,1486224000
上次修理失当,上次修理失当,发动机固定螺栓松脱,2668,1486224000
上次修理失当,发动机,发动机固定螺栓松脱,2668,1486224000
上次修理失当,发动机固定螺栓松脱,上次修理失当,2668,1486224000
上次修理失当,发动机,上次修理失当,2668,1486224000
上次修理失当,发动机固定螺栓松脱,发动机,2668,1486224000
上次修理失当,上次修理失当,发动机,2668,1486224000
上次修理失当,上次修理失当,发电机故障,2669,1487088000
上次修理失当,发电机,发电机故障,2669,1487088000
上次修理失当,发电机故障,上次修理失当,2669,1487088000
上次修理失当,发电机,上次修理失当,2669,1487088000
上次修理失当,发电机故障,发电机,2669,1487088000
上次修理失当,上次修理失当,发电机,2669,1487088000
上次修理失当,上次修理失当,"起动困难 ",2671,1487088000
上次修理失当,化油器,"起动困难 ",2671,1487088000
上次修理失当,"起动困难 ",上次修理失当,2671,1487088000
上次修理失当,化油器,上次修理失当,2671,1487088000
上次修理失当,"起动困难 ",化油器,2671,1487088000
上次修理失当,上次修理失当,化油器,2671,1487088000
上次修理失当,上次修理失当,怠速不稳,2697,1490803200
上次修理失当,发动机,怠速不稳,2697,1490803200
上次修理失当,怠速不稳,上次修理失当,2697,1490803200
上次修理失当,发动机,上次修理失当,2697,1490803200
上次修理失当,怠速不稳,发动机,2697,1490803200
上次修理失当,上次修理失当,发动机,2697,1490803200
上次修理失当,上次修理失当,容易熄火,2699,1490803200
上次修理失当,发电机,容易熄火,2699,1490803200
上次修理失当,容易熄火,上次修理失当,2699,1490803200
上次修理失当,发电机,上次修理失当,2699,1490803200
上次修理失当,容易熄火,发电机,2699,1490803200
上次修理失当,上次修理失当,发电机,2699,1490803200
上次修理失当,上次修理失当,异响,2735,1493568000
上次修理失当,发动机,异响,2735,1493568000
上次修理失当,异响,上次修理失当,2735,1493568000
上次修理失当,发动机,上次修理失当,2735,1493568000
上次修理失当,异响,发动机,2735,1493568000
上次修理失当,上次修理失当,发动机,2735,1493568000
上次修理失当,上次修理失当,启动困难,2743,1493568000
上次修理失当,发动机,启动困难,2743,1493568000
上次修理失当,启动困难,上次修理失当,2743,1493568000
上次修理失当,发动机,上次修理失当,2743,1493568000
上次修理失当,启动困难,发动机,2743,1493568000
上次修理失当,上次修理失当,发动机,2743,1493568000
上次修理失当,上次修理失当,启动困难,2744,1494604800
上次修理失当,发动机,启动困难,2744,1494604800
上次修理失当,启动困难,上次修理失当,2744,1494604800
上次修理失当,发动机,上次修理失当,2744,1494604800
上次修理失当,启动困难,发动机,2744,1494604800
上次修理失当,上次修理失当,发动机,2744,1494604800
上次修理失当,上次修理失当,启动困难,2746,1494604800
上次修理失当,发动机,启动困难,2746,1494604800
上次修理失当,启动困难,上次修理失当,2746,1494604800
上次修理失当,发动机,上次修理失当,2746,1494604800
上次修理失当,启动困难,发动机,2746,1494604800
上次修理失当,上次修理失当,发动机,2746,1494604800
上次修理失当,上次修理失当,动力不足,2748,1494604800
上次修理失当,发动机,动力不足,2748,1494604800
上次修理失当,动力不足,上次修理失当,2748,1494604800
上次修理失当,发动机,上次修理失当,2748,1494604800
上次修理失当,动力不足,发动机,2748,1494604800
上次修理失当,上次修理失当,发动机,2748,1494604800
上次修理失当,上次修理失当,启动困难,2764,1493827200
上次修理失当,进油管,启动困难,2764,1493827200
上次修理失当,启动困难,上次修理失当,2764,1493827200
上次修理失当,进油管,上次修理失当,2764,1493827200
上次修理失当,启动困难,进油管,2764,1493827200
上次修理失当,上次修理失当,进油管,2764,1493827200
上次修理失当,上次修理失当,发动机故障,2782,1494000000
上次修理失当,凸轮轴承,发动机故障,2782,1494000000
上次修理失当,发动机故障,上次修理失当,2782,1494000000
上次修理失当,凸轮轴承,上次修理失当,2782,1494000000
上次修理失当,发动机故障,凸轮轴承,2782,1494000000
上次修理失当,上次修理失当,凸轮轴承,2782,1494000000
上次修理失当,上次修理失当,水温高,2786,1496678400
上次修理失当,风扇叶片,水温高,2786,1496678400
上次修理失当,水温高,上次修理失当,2786,1496678400
上次修理失当,风扇叶片,上次修理失当,2786,1496678400
上次修理失当,水温高,风扇叶片,2786,1496678400
上次修理失当,上次修理失当,风扇叶片,2786,1496678400
上次修理失当,上次修理失当,启动困难,2789,1484496000
上次修理失当,保险丝,启动困难,2789,1484496000
上次修理失当,启动困难,上次修理失当,2789,1484496000
上次修理失当,保险丝,上次修理失当,2789,1484496000
上次修理失当,启动困难,保险丝,2789,1484496000
上次修理失当,上次修理失当,保险丝,2789,1484496000
上次修理失当,上次修理失当,发动机故障,2792,1484496000
上次修理失当,电脑模块,发动机故障,2792,1484496000
上次修理失当,发动机故障,上次修理失当,2792,1484496000
上次修理失当,电脑模块,上次修理失当,2792,1484496000
上次修理失当,发动机故障,电脑模块,2792,1484496000
上次修理失当,上次修理失当,电脑模块,2792,1484496000
上次修理失当,上次修理失当,倒车灯不亮,2809,1492012800
上次修理失当,搭铁线,倒车灯不亮,2809,1492012800
上次修理失当,倒车灯不亮,上次修理失当,2809,1492012800
上次修理失当,搭铁线,上次修理失当,2809,1492012800
上次修理失当,倒车灯不亮,搭铁线,2809,1492012800
上次修理失当,上次修理失当,搭铁线,2809,1492012800
上次修理失当,上次修理失当,灯常亮,2817,1494777600
上次修理失当,线,灯常亮,2817,1494777600
上次修理失当,灯常亮,上次修理失当,2817,1494777600
上次修理失当,线,上次修理失当,2817,1494777600
上次修理失当,灯常亮,线,2817,1494777600
上次修理失当,上次修理失当,线,2817,1494777600
上次修理失当,上次修理失当,熄火,2822,1469808000
上次修理失当,油箱,熄火,2822,1469808000
上次修理失当,熄火,上次修理失当,2822,1469808000
上次修理失当,油箱,上次修理失当,2822,1469808000
上次修理失当,熄火,油箱,2822,1469808000
上次修理失当,上次修理失当,油箱,2822,1469808000
上次修理失当,上次修理失当,怠速不稳,2834,1484668800
上次修理失当,喷油器,怠速不稳,2834,1484668800
上次修理失当,怠速不稳,上次修理失当,2834,1484668800
上次修理失当,喷油器,上次修理失当,2834,1484668800
上次修理失当,怠速不稳,喷油器,2834,1484668800
上次修理失当,上次修理失当,喷油器,2834,1484668800
上次修理失当,上次修理失当,启动困难,2852,1489766400
上次修理失当,气缸垫,启动困难,2852,1489766400
上次修理失当,启动困难,上次修理失当,2852,1489766400
上次修理失当,气缸垫,上次修理失当,2852,1489766400
上次修理失当,启动困难,气缸垫,2852,1489766400
上次修理失当,上次修理失当,气缸垫,2852,1489766400
上次修理失当,上次修理失当,熄火，发动不着,2856,1489766400
上次修理失当,汽缸垫,熄火，发动不着,2856,1489766400
上次修理失当,熄火，发动不着,上次修理失当,2856,1489766400
上次修理失当,汽缸垫,上次修理失当,2856,1489766400
上次修理失当,熄火，发动不着,汽缸垫,2856,1489766400
上次修理失当,上次修理失当,汽缸垫,2856,1489766400
上次修理失当,上次修理失当,发动机故障,2859,1497974400
上次修理失当,轴承盖螺栓,发动机故障,2859,1497974400
上次修理失当,发动机故障,上次修理失当,2859,1497974400
上次修理失当,轴承盖螺栓,上次修理失当,2859,1497974400
上次修理失当,发动机故障,轴承盖螺栓,2859,1497974400
上次修理失当,上次修理失当,轴承盖螺栓,2859,1497974400
上次修理失当,上次修理失当,冷却系统故障,2874,1485100800
上次修理失当,引擎,冷却系统故障,2874,1485100800
上次修理失当,冷却系统故障,上次修理失当,2874,1485100800
上次修理失当,引擎,上次修理失当,2874,1485100800
上次修理失当,冷却系统故障,引擎,2874,1485100800
上次修理失当,上次修理失当,引擎,2874,1485100800
上次修理失当,上次修理失当,爬坡无力,2900,1496332800
上次修理失当,火线圈，点火开关,爬坡无力,2900,1496332800
上次修理失当,爬坡无力,上次修理失当,2900,1496332800
上次修理失当,火线圈，点火开关,上次修理失当,2900,1496332800
上次修理失当,爬坡无力,火线圈，点火开关,2900,1496332800
上次修理失当,上次修理失当,火线圈，点火开关,2900,1496332800
上次修理失当,上次修理失当,点火困难,2911,1483718400
上次修理失当,喷油头,点火困难,2911,1483718400
上次修理失当,点火困难,上次修理失当,2911,1483718400
上次修理失当,喷油头,上次修理失当,2911,1483718400
上次修理失当,点火困难,喷油头,2911,1483718400
上次修理失当,上次修理失当,喷油头,2911,1483718400
上次修理失当,上次修理失当,发动机机油压力指示表显示异常,2919,1486483200
上次修理失当,发动机,发动机机油压力指示表显示异常,2919,1486483200
上次修理失当,发动机机油压力指示表显示异常,上次修理失当,2919,1486483200
上次修理失当,发动机,上次修理失当,2919,1486483200
上次修理失当,发动机机油压力指示表显示异常,发动机,2919,1486483200
上次修理失当,上次修理失当,发动机,2919,1486483200
上次修理失当,上次修理失当,制动时熄火,2931,1488729600
上次修理失当,真空阀,制动时熄火,2931,1488729600
上次修理失当,制动时熄火,上次修理失当,2931,1488729600
上次修理失当,真空阀,上次修理失当,2931,1488729600
上次修理失当,制动时熄火,真空阀,2931,1488729600
上次修理失当,上次修理失当,真空阀,2931,1488729600
上次修理失当,上次修理失当,起动系疑难故障,2948,1490889600
上次修理失当,起动机,起动系疑难故障,2948,1490889600
上次修理失当,起动系疑难故障,上次修理失当,2948,1490889600
上次修理失当,起动机,上次修理失当,2948,1490889600
上次修理失当,起动系疑难故障,起动机,2948,1490889600
上次修理失当,上次修理失当,起动机,2948,1490889600
上次修理失当,上次修理失当,刚大修的发动机严重烧润滑铀,2987,1500739200
上次修理失当,发动机,刚大修的发动机严重烧润滑铀,2987,1500739200
上次修理失当,刚大修的发动机严重烧润滑铀,上次修理失当,2987,1500739200
上次修理失当,发动机,上次修理失当,2987,1500739200
上次修理失当,刚大修的发动机严重烧润滑铀,发动机,2987,1500739200
上次修理失当,上次修理失当,发动机,2987,1500739200
上次修理失当,上次修理失当,变速器出现齿轮撞击声,3002,1486051200
上次修理失当,变速器,变速器出现齿轮撞击声,3002,1486051200
上次修理失当,变速器出现齿轮撞击声,上次修理失当,3002,1486051200
上次修理失当,变速器,上次修理失当,3002,1486051200
上次修理失当,变速器出现齿轮撞击声,变速器,3002,1486051200
上次修理失当,上次修理失当,变速器,3002,1486051200
上次修理失当,上次修理失当,发动不着,3014,1495900800
上次修理失当,发动机,发动不着,3014,1495900800
上次修理失当,发动不着,上次修理失当,3014,1495900800
上次修理失当,发动机,上次修理失当,3014,1495900800
上次修理失当,发动不着,发动机,3014,1495900800
上次修理失当,上次修理失当,发动机,3014,1495900800
上次修理失当,上次修理失当,发动机启动困难,3023,1497974400
上次修理失当,发动机,发动机启动困难,3023,1497974400
上次修理失当,发动机启动困难,上次修理失当,3023,1497974400
上次修理失当,发动机,上次修理失当,3023,1497974400
上次修理失当,发动机启动困难,发动机,3023,1497974400
上次修理失当,上次修理失当,发动机,3023,1497974400
不定时检查车况,不定时检查车况,机油尺屡次跳出,2646,1483718400
不定时检查车况,机油尺,机油尺屡次跳出,2646,1483718400
不定时检查车况,机油尺屡次跳出,不定时检查车况,2646,1483718400
不定时检查车况,机油尺,不定时检查车况,2646,1483718400
不定时检查车况,机油尺屡次跳出,机油尺,2646,1483718400
不定时检查车况,不定时检查车况,机油尺,2646,1483718400
不定时检查车况,不定时检查车况,启动困难,2654,1485705600
不定时检查车况,二极管,启动困难,2654,1485705600
不定时检查车况,启动困难,不定时检查车况,2654,1485705600
不定时检查车况,二极管,不定时检查车况,2654,1485705600
不定时检查车况,启动困难,二极管,2654,1485705600
不定时检查车况,不定时检查车况,二极管,2654,1485705600
不定时检查车况,不定时检查车况,大量漏油,2679,1487433600
不定时检查车况,机油泵,大量漏油,2679,1487433600
不定时检查车况,大量漏油,不定时检查车况,2679,1487433600
不定时检查车况,机油泵,不定时检查车况,2679,1487433600
不定时检查车况,大量漏油,机油泵,2679,1487433600
不定时检查车况,不定时检查车况,机油泵,2679,1487433600
不定时检查车况,不定时检查车况,行驶无力,2705,1491667200
不定时检查车况,发动机,行驶无力,2705,1491667200
不定时检查车况,行驶无力,不定时检查车况,2705,1491667200
不定时检查车况,发动机,不定时检查车况,2705,1491667200
不定时检查车况,行驶无力,发动机,2705,1491667200
不定时检查车况,不定时检查车况,发动机,2705,1491667200
不定时检查车况,不定时检查车况,换挡困难,2711,1491667200
不定时检查车况,离合器,换挡困难,2711,1491667200
不定时检查车况,换挡困难,不定时检查车况,2711,1491667200
不定时检查车况,离合器,不定时检查车况,2711,1491667200
不定时检查车况,换挡困难,离合器,2711,1491667200
不定时检查车况,不定时检查车况,离合器,2711,1491667200
不定时检查车况,不定时检查车况,开锅,2718,1492704000
不定时检查车况,散热器,开锅,2718,1492704000
不定时检查车况,开锅,不定时检查车况,2718,1492704000
不定时检查车况,散热器,不定时检查车况,2718,1492704000
不定时检查车况,开锅,散热器,2718,1492704000
不定时检查车况,不定时检查车况,散热器,2718,1492704000
不定时检查车况,不定时检查车况,异响,2724,1492704000
不定时检查车况,发动机,异响,2724,1492704000
不定时检查车况,异响,不定时检查车况,2724,1492704000
不定时检查车况,发动机,不定时检查车况,2724,1492704000
不定时检查车况,异响,发动机,2724,1492704000
不定时检查车况,不定时检查车况,发动机,2724,1492704000
不定时检查车况,不定时检查车况,水温高,2766,1486224000
不定时检查车况,组合仪表,水温高,2766,1486224000
不定时检查车况,水温高,不定时检查车况,2766,1486224000
不定时检查车况,组合仪表,不定时检查车况,2766,1486224000
不定时检查车况,水温高,组合仪表,2766,1486224000
不定时检查车况,不定时检查车况,组合仪表,2766,1486224000
不定时检查车况,不定时检查车况,启动困难,2770,1484409600
不定时检查车况,油管,启动困难,2770,1484409600
不定时检查车况,启动困难,不定时检查车况,2770,1484409600
不定时检查车况,油管,不定时检查车况,2770,1484409600
不定时检查车况,启动困难,油管,2770,1484409600
不定时检查车况,不定时检查车况,油管,2770,1484409600
不定时检查车况,不定时检查车况,发动机异响,2778,1494000000
不定时检查车况,火花塞,发动机异响,2778,1494000000
不定时检查车况,发动机异响,不定时检查车况,2778,1494000000
不定时检查车况,火花塞,不定时检查车况,2778,1494000000
不定时检查车况,发动机异响,火花塞,2778,1494000000
不定时检查车况,不定时检查车况,火花塞,2778,1494000000
不定时检查车况,不定时检查车况,怠速不稳,2781,1486396800
不定时检查车况,PCV阀,怠速不稳,2781,1486396800
不定时检查车况,怠速不稳,不定时检查车况,2781,1486396800
不定时检查车况,PCV阀,不定时检查车况,2781,1486396800
不定时检查车况,怠速不稳,PCV阀,2781,1486396800
不定时检查车况,不定时检查车况,PCV阀,2781,1486396800
不定时检查车况,不定时检查车况,怠速不稳,2808,1489334400
不定时检查车况,转子轴,怠速不稳,2808,1489334400
不定时检查车况,怠速不稳,不定时检查车况,2808,1489334400
