selected_tag_name,p_tag_name,p_tag_type,create_time
充电指示灯不灭,充电指示灯,器件,1485964800
充电指示灯不灭,充电指示灯不灭,故障,1485964800
充电指示灯不灭,充电指示灯,器件,1491408000
充电指示灯不灭,充电指示灯不灭,故障,1491408000
充电指示灯不灭,驾驶不当,行为,1485964800
充电指示灯不灭,驾驶不当,行为,1491408000
充电指示灯不熄灭,充电指示灯不熄灭,故障,1485100800
充电指示灯不熄灭,操作分心,行为,1485100800
充电指示灯不熄灭,二极管接线螺杆,器件,1484668800
充电指示灯不熄灭,充电指示灯不熄灭,故障,1484668800
充电指示灯不熄灭,激磁二极管,器件,1485100800
充电指示灯不熄灭,责任心不强,行为,1484668800
冒黑烟,冒黑烟,故障,1487088000
冒黑烟,操作分心,行为,1487088000
冒黑烟,冒黑烟,故障,1493568000
冒黑烟,没有阅读说明书,行为,1493568000
冒黑烟,不懂保养汽车,行为,1493568000
冒黑烟,发动机,器件,1493568000
冒黑烟,修理不当,行为,1484064000
冒黑烟,冒黑烟,故障,1484064000
冒黑烟,不懂保养汽车,行为,1494864000
冒黑烟,冒黑烟,故障,1494864000
冒黑烟,冒黑烟,故障,1493308800
冒黑烟,操作分心,行为,1493308800
冒黑烟,修理不当,行为,1483459200
冒黑烟,冒黑烟,故障,1483459200
冒黑烟,火花塞,器件,1487088000
冒黑烟,消音器,器件,1493568000
冒黑烟,排气管,器件,1484064000
冒黑烟,排气管,器件,1494864000
冒黑烟,氧传感器,器件,1493308800
冒黑烟,氧传感器,器件,1483459200
冒黑烟，动力不足,冒黑烟，动力不足,故障,1495296000
冒黑烟，动力不足,发动机,器件,1495296000
冒黑烟，动力不足,责任心不强,行为,1495296000
冷却系统,冷却系统,器件,1488470400
冷却系统,过热现象,故障,1488470400
冷却系统,冷却系统,器件,1490803200
冷却系统,加速时有节奏的异响,故障,1490803200
冷却系统,驾驶不当,行为,1488470400
冷却系统,没有阅读说明书,行为,1490803200
冷却系统故障,上次修理失当,行为,1485100800
冷却系统故障,冷却系统故障,故障,1485100800
冷却系统故障,引擎,器件,1485100800
冷启动困难,冷启动困难,故障,1485878400
冷启动困难,点火开关,器件,1485878400
冷启动困难,冷启动困难,故障,1498838400
冷启动困难,意外,行为,1498838400
冷启动困难,不定时检查车况,行为,1491235200
冷启动困难,冷启动困难,故障,1491235200
冷启动困难,知道故障不修理,行为,1485878400
冷启动困难,点火开关,器件,1498838400
冷启动困难,点火开关,器件,1491235200
凸轮轴,凸轮轴,器件,1500393600
凸轮轴,发动机回火,故障,1500393600
凸轮轴,凸轮轴,器件,1495728000
凸轮轴,发动机故障,故障,1495728000
凸轮轴,知道故障不修理,行为,1500393600
凸轮轴,责任心不强,行为,1495728000
凸轮轴承,上次修理失当,行为,1494000000
凸轮轴承,凸轮轴承,器件,1494000000
凸轮轴承,发动机故障,故障,1494000000
凸轮轴轴,凸轮轴轴,器件,1495728000
凸轮轴轴,凸轮轴轴承响,故障,1495728000
凸轮轴轴,粗心,行为,1495728000
凸轮轴轴承响,凸轮轴轴,器件,1495728000
凸轮轴轴承响,凸轮轴轴承响,故障,1495728000
凸轮轴轴承响,粗心,行为,1495728000
分电器,分电器,器件,1484409600
分电器,怠速不稳,故障,1484409600
分电器,责任心不强,行为,1484409600
分电器断电臂,不懂保养汽车,行为,1494518400
分电器断电臂,分电器断电臂,器件,1494518400
分电器断电臂,熄火,故障,1494518400
分电器盖,分电器盖,器件,1483545600
分电器盖,分电器盖窜气故障,故障,1483545600
分电器盖,分电器盖,器件,1493049600
分电器盖,分电器盖窜电,故障,1493049600
分电器盖,没有阅读说明书,行为,1483545600
分电器盖,责任心不强,行为,1493049600
分电器盖窜气故障,分电器盖,器件,1483545600
分电器盖窜气故障,分电器盖窜气故障,故障,1483545600
分电器盖窜气故障,没有阅读说明书,行为,1483545600
分电器盖窜电,分电器盖,器件,1493049600
分电器盖窜电,分电器盖窜电,故障,1493049600
分电器盖窜电,责任心不强,行为,1493049600
分离轴,分离轴,器件,1488729600
分离轴,分离轴承烧蚀引发的故障,故障,1488729600
分离轴,粗心,行为,1488729600
分离轴承,没有阅读说明书,行为,1503072000
分离轴承,分离轴承,器件,1503072000
分离轴承,离合器异响,故障,1503072000
分离轴承烧蚀引发的故障,分离轴,器件,1488729600
分离轴承烧蚀引发的故障,分离轴承烧蚀引发的故障,故障,1488729600
分离轴承烧蚀引发的故障,粗心,行为,1488729600
分缸线,上次修理失当,行为,1485705600
分缸线,分缸线,器件,1485705600
分缸线,分缸线故障,故障,1485705600
分缸线故障,上次修理失当,行为,1485705600
分缸线故障,分缸线,器件,1485705600
分缸线故障,分缸线故障,故障,1485705600
刚大修的发动机严重烧润滑铀,上次修理失当,行为,1500739200
刚大修的发动机严重烧润滑铀,刚大修的发动机严重烧润滑铀,故障,1500739200
刚大修的发动机严重烧润滑铀,发动机,器件,1500739200
制动不灵敏,制动不灵敏,故障,1498406400
制动不灵敏,制动液,器件,1498406400
制动不灵敏,操作分心,行为,1498406400
制动器,制动器,器件,1491667200
制动器,启动困难,故障,1491667200
制动器,不懂保养汽车,行为,1486224000
制动器,制动器,器件,1486224000
制动器,没有阅读说明书,行为,1491667200
制动器,制动跑偏故障,故障,1486224000
制动时熄火,上次修理失当,行为,1488729600
制动时熄火,制动时熄火,故障,1488729600
制动时熄火,真空阀,器件,1488729600
制动毂，蹄片,制动毂，蹄片,器件,1484409600
制动毂，蹄片,制动液温度过高，刹车失灵,故障,1484409600
制动毂，蹄片,意外,行为,1484409600
制动气压不足,制动气压不足,故障,1483545600
制动气压不足,发动机,器件,1483545600
制动气压不足,驾驶不当,行为,1483545600
制动液,制动不灵敏,故障,1498406400
制动液,制动液,器件,1498406400
制动液,操作分心,行为,1498406400
制动液温度过高，刹车失灵,制动毂，蹄片,器件,1484409600
制动液温度过高，刹车失灵,制动液温度过高，刹车失灵,故障,1484409600
制动液温度过高，刹车失灵,意外,行为,1484409600
制动跑偏,制动跑偏,故障,1489852800
制动跑偏,责任心不强,行为,1489852800
制动跑偏,制动跑偏,故障,1489766400
制动跑偏,意外,行为,1489766400
制动跑偏,钢板弹簧栓,器件,1489852800
制动跑偏,钢板弹簧U型固定螺栓,器件,1489766400
制动跑偏故障,不懂保养汽车,行为,1486224000
制动跑偏故障,制动器,器件,1486224000
制动跑偏故障,制动跑偏故障,故障,1486224000
制动踏板,意外,行为,1496851200
制动踏板,制动踏板,器件,1496851200
制动踏板,踩制动踏板时大灯亮,故障,1496851200
制动阀,制动阀,器件,1491667200
制动阀,行驶无力,故障,1491667200
制动阀,制动阀,器件,1499356800
制动阀,制动阀漏气故障,故障,1499356800
制动阀,制动阀,器件,1493740800
制动阀,制动阀漏气故障,故障,1493740800
制动阀,责任心不强,行为,1491667200
制动阀,驾驶不当,行为,1499356800
制动阀,没有阅读说明书,行为,1493740800
制动阀漏气故障,制动阀,器件,1499356800
制动阀漏气故障,制动阀漏气故障,故障,1499356800
制动阀漏气故障,制动阀,器件,1493740800
制动阀漏气故障,制动阀漏气故障,故障,1493740800
制动阀漏气故障,驾驶不当,行为,1499356800
制动阀漏气故障,没有阅读说明书,行为,1493740800
刹车失灵,不懂保养汽车,行为,1491148800
刹车失灵,刹车失灵,故障,1491148800
刹车失灵,修理不当,行为,1499011200
刹车失灵,刹车失灵,故障,1499011200
刹车失灵,刹车线,器件,1491148800
刹车失灵,刹车线,器件,1499011200
刹车线,不懂保养汽车,行为,1491148800
刹车线,刹车失灵,故障,1491148800
刹车线,修理不当,行为,1499011200
刹车线,刹车失灵,故障,1499011200
刹车线,刹车线,器件,1491148800
刹车线,刹车线,器件,1499011200
加速时有节奏的异响,冷却系统,器件,1490803200
加速时有节奏的异响,加速时有节奏的异响,故障,1490803200
加速时有节奏的异响,没有阅读说明书,行为,1490803200
加速时机油压力指示灯会点亮,加速时机油压力指示灯会点亮,故障,1494000000
加速时机油压力指示灯会点亮,机油压力指示灯,器件,1494000000
加速时机油压力指示灯会点亮,知道故障不修理,行为,1494000000
动力不足,动力不足,故障,1493568000
动力不足,发动机,器件,1493568000
动力不足,动力不足,故障,1494604800
动力不足,操作分心,行为,1494604800
动力不足,上次修理失当,行为,1494604800
动力不足,发动机,器件,1494604800
动力不足,万向十字轴,器件,1501516800
动力不足,动力不足,故障,1501516800
动力不足,知道故障不修理,行为,1493568000
动力不足,转换器,器件,1494604800
动力不足,没有阅读说明书,行为,1494604800
动力不足,意外,行为,1501516800
化油器,上次修理失当,行为,1487088000
化油器,化油器,器件,1487088000
化油器,修理不当,行为,1489766400
化油器,化油器,器件,1489766400
化油器,化油器,器件,1488470400
化油器,化油器保养不当,故障,1488470400
化油器,化油器,器件,1500048000
化油器,化油器故障,故障,1500048000
化油器,化油器,器件,1496678400
化油器,化油器严重回火故障,故障,1496678400
化油器,"起动困难 ",故障,1487088000
化油器,启动困难,故障,1489766400
化油器,知道故障不修理,行为,1488470400
化油器,粗心,行为,1500048000
化油器,意外,行为,1496678400
化油器严重回火故障,化油器,器件,1496678400
化油器严重回火故障,化油器严重回火故障,故障,1496678400
化油器严重回火故障,意外,行为,1496678400
化油器保养不当,化油器,器件,1488470400
化油器保养不当,化油器保养不当,故障,1488470400
化油器保养不当,知道故障不修理,行为,1488470400
化油器异响,化油器异响,故障,1496505600
化油器异响,没有阅读说明书,行为,1496505600
化油器异响,螺母,器件,1496505600
化油器故障,化油器,器件,1500048000
化油器故障,化油器故障,故障,1500048000
化油器故障,粗心,行为,1500048000
单向阀弹簧,知道故障不修理,行为,1488470400
单向阀弹簧,单向阀弹簧,器件,1488470400
单向阀弹簧,"起动困难 ",故障,1488470400
单缸,不懂保养汽车,行为,1489248000
单缸,单缸,器件,1489248000
单缸,单缸电时试验机不能起动探因,故障,1489248000
单缸电时试验机不能起动探因,不懂保养汽车,行为,1489248000
单缸电时试验机不能起动探因,单缸,器件,1489248000
单缸电时试验机不能起动探因,单缸电时试验机不能起动探因,故障,1489248000
压力开关,不懂保养汽车,行为,1499961600
压力开关,压力开关,器件,1499961600
压力开关,空调压缩机跳动,故障,1499961600
发动不着,上次修理失当,行为,1495900800
发动不着,发动不着,故障,1495900800
发动不着,发动机,器件,1495900800
发动机,发动机,器件,1483718400
发动机,开锅故障,故障,1483718400
发动机,发动机,器件,1485705600
发动机,汽油泵故障,故障,1485705600
发动机,上次修理失当,行为,1486224000
发动机,发动机,器件,1486224000
发动机,发动机,器件,1487433600
发动机,启动困难,故障,1487433600
发动机,发动机,器件,1489248000
发动机,开锅,故障,1489248000
发动机,启动困难,故障,1489248000
发动机,上次修理失当,行为,1490803200
发动机,发动机,器件,1490803200
发动机,不懂保养汽车,行为,1490803200
发动机,不定时检查车况,行为,1491667200
发动机,发动机,器件,1491667200
发动机,操作分心,行为,1491667200
发动机,修理不当,行为,1491667200
发动机,发动机,器件,1492704000
发动机,启动困难,故障,1492704000
发动机,耗油过大,故障,1492704000
发动机,修理不当,行为,1492704000
发动机,容易熄火,故障,1492704000
发动机,不定时检查车况,行为,1492704000
发动机,发动机,器件,1493568000
发动机,异响,故障,1493568000
发动机,怠速不稳,故障,1493568000
发动机,修理不当,行为,1493568000
发动机,上次修理失当,行为,1493568000
发动机,行驶无力,故障,1493568000
发动机,动力不足,故障,1493568000
发动机,冒黑烟,故障,1493568000
发动机,开锅故障,故障,1493568000
发动机,上次修理失当,行为,1494604800
发动机,发动机,器件,1494604800
发动机,修理不当,行为,1494604800
发动机,动力不足,故障,1494604800
发动机,知道故障不修理,行为,1494604800
发动机,意外,行为,1494604800
发动机,行驶无力,故障,1494604800
发动机,意外,行为,1485964800
发动机,发动机,器件,1485964800
发动机,发动机,器件,1496505600
发动机,发动机噪声大,故障,1496505600
发动机,操作分心,行为,1484496000
发动机,发动机,器件,1484496000
发动机,发动机,器件,1489766400
发动机,发动机噪声大,故障,1489766400
发动机,冒黑烟，动力不足,故障,1495296000
发动机,发动机,器件,1495296000
发动机,"起动困难 ",故障,1496505600
发动机,上次修理失当,行为,1486483200
发动机,发动机,器件,1486483200
发动机,发动机,器件,1488470400
发动机,发动机机油消耗量过大,故障,1488470400
发动机,发动机,器件,1496678400
发动机,发动机异响,故障,1496678400
发动机,发动机,器件,1496851200
发动机,发动机异响,故障,1496851200
发动机,发动机,器件,1488211200
发动机,发动机不能起动,故障,1488211200
发动机,发动机,器件,1497888000
发动机,发动机工作不正常,故障,1497888000
发动机,不定时检查车况,行为,1496419200
发动机,发动机,器件,1496419200
发动机,发动机,器件,1490457600
发动机,发动机动力下降,故障,1490457600
发动机,制动气压不足,故障,1483545600
发动机,发动机,器件,1483545600
发动机,发动机,器件,1488988800
发动机,发动机异响,故障,1488988800
发动机,发动机,器件,1493049600
发动机,汽油消耗量过大,故障,1493049600
发动机,发动机,器件,1497715200
发动机,怠速不稳且不易起动,故障,1497715200
发动机,粗心,行为,1497542400
发动机,发动机,器件,1497542400
发动机,发动机,器件,1498406400
发动机,发动机工作不良,故障,1498406400
发动机,发动机,器件,1483200000
发动机,"发动机低速时的""吱吱""声",故障,1483200000
发动机,发动机,器件,1494172800
发动机,发动机更换气缸后无法起动,故障,1494172800
发动机,上次修理失当,行为,1500739200
发动机,刚大修的发动机严重烧润滑铀,故障,1500739200
发动机,发动机,器件,1493740800
发动机,急加速不良,故障,1493740800
发动机,知道故障不修理,行为,1493740800
发动机,发动机,器件,1501516800
发动机,发动机连续“抱轴”,故障,1501516800
发动机,发动机,器件,1499270400
发动机,发动机无法启动,故障,1499270400
发动机,不定时检查车况,行为,1490630400
发动机,发动机,器件,1490630400
发动机,上次修理失当,行为,1495900800
发动机,发动不着,故障,1495900800
发动机,发动机,器件,1492876800
发动机,发动机无法启动,故障,1492876800
发动机,不定时检查车况,行为,1490371200
发动机,发动机,器件,1490371200
发动机,发动机,器件,1498320000
发动机,怠速不稳,故障,1498320000
发动机,上次修理失当,行为,1497974400
发动机,发动机,器件,1497974400
发动机,操作分心,行为,1496160000
发动机,发动机,器件,1496160000
发动机,不懂保养汽车,行为,1493481600
发动机,发动机,器件,1493481600
发动机,责任心不强,行为,1483718400
发动机,驾驶不当,行为,1485705600
发动机,发动机固定螺栓松脱,故障,1486224000
发动机,意外,行为,1487433600
发动机,操作分心,行为,1489248000
发动机,知道故障不修理,行为,1489248000
发动机,怠速不稳,故障,1490803200
发动机,容易熄火,故障,1490803200
发动机,行驶无力,故障,1491667200
发动机,启动困难,故障,1491667200
发动机,意外,行为,1492704000
发动机,责任心不强,行为,1492704000
发动机,没有阅读说明书,行为,1492704000
发动机,异响,故障,1492704000
发动机,操作分心,行为,1493568000
发动机,责任心不强,行为,1493568000
发动机,知道故障不修理,行为,1493568000
发动机,没有阅读说明书,行为,1493568000
发动机,意外,行为,1493568000
发动机,启动困难,故障,1493568000
发动机,启动困难,故障,1494604800
发动机,没有阅读说明书,行为,1494604800
发动机,操作分心,行为,1494604800
发动机,责任心不强,行为,1494604800
发动机,熄火,故障,1485964800
发动机,没有阅读说明书,行为,1496505600
发动机,故障灯闪烁,故障,1484496000
发动机,意外,行为,1489766400
发动机,责任心不强,行为,1495296000
发动机,驾驶不当,行为,1496505600
发动机,发动机机油压力指示表显示异常,故障,1486483200
发动机,驾驶不当,行为,1488470400
发动机,汽油消耗量过大,故障,1493568000
发动机,知道故障不修理,行为,1496678400
发动机,粗心,行为,1496851200
发动机,意外,行为,1488211200
发动机,粗心,行为,1497888000
发动机,驾驶不当,行为,1496678400
发动机,发动机烧机油故障,故障,1496419200
发动机,意外,行为,1490457600
发动机,驾驶不当,行为,1483545600
发动机,发动机机油消耗量过大,故障,1491667200
发动机,知道故障不修理,行为,1488988800
发动机,驾驶不当,行为,1493049600
发动机,责任心不强,行为,1497715200
发动机,配气相位严重错乱,故障,1497542400
发动机,意外,行为,1498406400
发动机,没有阅读说明书,行为,1483200000
发动机,意外,行为,1494172800
发动机,发动机,器件,1500739200
发动机,粗心,行为,1493740800
发动机,高温易熄火,故障,1493740800
发动机,没有阅读说明书,行为,1501516800
发动机,粗心,行为,1499270400
发动机,发动机不能启动,故障,1490630400
发动机,发动机,器件,1495900800
发动机,粗心,行为,1492876800
发动机,发动机间歇性无法启动,故障,1490371200
发动机,粗心,行为,1498320000
发动机,发动机启动困难,故障,1497974400
发动机,无法启动,故障,1496160000
发动机,发动机启动困难,故障,1493481600
发动机不能启动,不定时检查车况,行为,1490630400
发动机不能启动,发动机,器件,1490630400
发动机不能启动,发动机不能启动,故障,1490630400
发动机不能起动,发动机,器件,1488211200
发动机不能起动,发动机不能起动,故障,1488211200
发动机不能起动,意外,行为,1488211200
"发动机低速时的""吱吱""声",发动机,器件,1483200000
"发动机低速时的""吱吱""声","发动机低速时的""吱吱""声",故障,1483200000
"发动机低速时的""吱吱""声",没有阅读说明书,行为,1483200000
发动机动力下降,发动机,器件,1490457600
发动机动力下降,发动机动力下降,故障,1490457600
发动机动力下降,意外,行为,1490457600
发动机动力不足,发动机动力不足,故障,1503072000
发动机动力不足,操作分心,行为,1503072000
发动机动力不足,喷油器,器件,1503072000
发动机动力不足,发动机动力不足,故障,1492444800
发动机动力不足,水温传感器,器件,1492444800
发动机动力不足,空气流量计,器件,1492444800
发动机动力不足,节气门,器件,1503072000
发动机动力不足,意外,行为,1503072000
发动机动力不足,没有阅读说明书,行为,1492444800
发动机动力不足,粗心,行为,1492444800
发动机启动困难,上次修理失当,行为,1497974400
发动机启动困难,发动机,器件,1497974400
发动机启动困难,不懂保养汽车,行为,1493481600
发动机启动困难,发动机,器件,1493481600
发动机启动困难,发动机启动困难,故障,1497974400
发动机启动困难,发动机启动困难,故障,1493481600
发动机噪声大,发动机,器件,1496505600
发动机噪声大,发动机噪声大,故障,1496505600
发动机噪声大,发动机,器件,1489766400
发动机噪声大,发动机噪声大,故障,1489766400
发动机噪声大,没有阅读说明书,行为,1496505600
发动机噪声大,意外,行为,1489766400
发动机回火,凸轮轴,器件,1500393600
发动机回火,发动机回火,故障,1500393600
发动机回火,知道故障不修理,行为,1500393600
发动机固定螺栓松脱,上次修理失当,行为,1486224000
发动机固定螺栓松脱,发动机,器件,1486224000
发动机固定螺栓松脱,发动机固定螺栓松脱,故障,1486224000
发动机工作不正常,发动机,器件,1497888000
发动机工作不正常,发动机工作不正常,故障,1497888000
发动机工作不正常,粗心,行为,1497888000
发动机工作不良,修理不当,行为,1484236800
发动机工作不良,发动机工作不良,故障,1484236800
发动机工作不良,发动机,器件,1498406400
发动机工作不良,发动机工作不良,故障,1498406400
发动机工作不良,燃爆限制器,器件,1484236800
发动机工作不良,意外,行为,1498406400
发动机异响,不定时检查车况,行为,1494000000
发动机异响,发动机异响,故障,1494000000
发动机异响,五缸连杆瓦,器件,1488211200
发动机异响,发动机异响,故障,1488211200
发动机异响,发动机,器件,1496678400
发动机异响,发动机异响,故障,1496678400
发动机异响,发动机,器件,1496851200
发动机异响,发动机异响,故障,1496851200
发动机异响,发动机,器件,1488988800
发动机异响,发动机异响,故障,1488988800
发动机异响,火花塞,器件,1494000000
发动机异响,粗心,行为,1488211200
发动机异响,知道故障不修理,行为,1496678400
发动机异响,粗心,行为,1496851200
发动机异响,驾驶不当,行为,1496678400
发动机异响,知道故障不修理,行为,1488988800
发动机故障,发动机故障,故障,1494000000
发动机故障,意外,行为,1494000000
发动机故障,上次修理失当,行为,1494000000
发动机故障,凸轮轴承,器件,1494000000
发动机故障,上次修理失当,行为,1484496000
发动机故障,发动机故障,故障,1484496000
发动机故障,发动机故障,故障,1499616000
发动机故障,知道故障不修理,行为,1499616000
发动机故障,发动机故障,故障,1500220800
发动机故障,知道故障不修理,行为,1500220800
发动机故障,修理不当,行为,1495987200
发动机故障,发动机故障,故障,1495987200
发动机故障,上次修理失当,行为,1497974400
发动机故障,发动机故障,故障,1497974400
发动机故障,不定时检查车况,行为,1495987200
发动机故障,发动机故障,故障,1495728000
发动机故障,气门推杆,器件,1495728000
发动机故障,凸轮轴,器件,1495728000
发动机故障,修理不当,行为,1497715200
发动机故障,发动机故障,故障,1497715200
发动机故障,操作分心,行为,1495728000
发动机故障,操作分心,行为,1495987200
发动机故障,不懂保养汽车,行为,1495468800
发动机故障,发动机故障,故障,1495468800
发动机故障,发动机故障,故障,1492358400
发动机故障,气泵皮带,器件,1492358400
发动机故障,发动机故障,故障,1489680000
发动机故障,意外,行为,1489680000
发动机故障,发动机故障,故障,1497110400
发动机故障,喷油提前角,器件,1497110400
发动机故障,气门脚,器件,1497110400
发动机故障,发动机故障,故障,1492531200
发动机故障,知道故障不修理,行为,1492531200
发动机故障,搭铁线,器件,1494000000
发动机故障,电脑模块,器件,1484496000
发动机故障,螺栓,器件,1499616000
发动机故障,螺栓,器件,1500220800
发动机故障,螺栓,器件,1495987200
发动机故障,轴承盖螺栓,器件,1497974400
发动机故障,连杆轴承，轴颈,器件,1495987200
发动机故障,粗心,行为,1495728000
发动机故障,责任心不强,行为,1495728000
发动机故障,齿轮,器件,1497715200
发动机故障,齿轮,器件,1495728000
发动机故障,螺帽,器件,1495987200
发动机故障,螺帽,器件,1495468800
发动机故障,没有阅读说明书,行为,1492358400
发动机故障,风扇皮带,器件,1489680000
发动机故障,驾驶不当,行为,1497110400
发动机故障,风扇离合器,器件,1492531200
发动机无法启动,发动机无法启动,故障,1503072000
发动机无法启动,没有阅读说明书,行为,1503072000
发动机无法启动,发动机,器件,1499270400
发动机无法启动,发动机无法启动,故障,1499270400
发动机无法启动,发动机,器件,1492876800
发动机无法启动,发动机无法启动,故障,1492876800
发动机无法启动,蓄电池,器件,1503072000
发动机无法启动,粗心,行为,1499270400
发动机无法启动,粗心,行为,1492876800
发动机更换气缸后无法起动,发动机,器件,1494172800
发动机更换气缸后无法起动,发动机更换气缸后无法起动,故障,1494172800
发动机更换气缸后无法起动,意外,行为,1494172800
发动机机油压力指示表显示异常,上次修理失当,行为,1486483200
发动机机油压力指示表显示异常,发动机,器件,1486483200
发动机机油压力指示表显示异常,发动机机油压力指示表显示异常,故障,1486483200
发动机机油消耗量过大,发动机,器件,1488470400
发动机机油消耗量过大,发动机机油消耗量过大,故障,1488470400
发动机机油消耗量过大,不定时检查车况,行为,1491667200
发动机机油消耗量过大,发动机,器件,1491667200
发动机机油消耗量过大,驾驶不当,行为,1488470400
发动机机油消耗量过大,发动机机油消耗量过大,故障,1491667200
发动机烧机油故障,不定时检查车况,行为,1496419200
